"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_6_9","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1503503
","01
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","1
","2
","2
","3
","2
","1
","3
","3
","2
","3
","2
","1
","4
","2
","1
","1
","2
","1
","1
","9
","1
","1
","1
","2
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2190
","U
","2
","27870
","0620
"
"1503503
","02
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","2
","2
","2
","3
","2
","1
","2
","2
","2
","2
","2
","1
","4
","1
","1
","1
","2
","1
","1
","2
","1
","1
","1
","1
","3
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","2
","2
","3
","3
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","3
","1460
","U
","2
","27870
","0620
"
"1503503
","03
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","1
","1
","2
","3
","2
","2
","3
","3
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","3
","2
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","1
","2
","2
","3
","3
","3
","1
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","1460
","U
","2
","27870
","0620
"
"1503503
","04
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","1
","2
","2
","3
","2
","2
","3
","3
","2
","2
","2
","2
","4
","2
","1
","2
","1
","1
","1
","2
","1
","2
","2
","2
","1
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","2
","2920
","U
","2
","27870
","0620
"
"1503503
","05
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","2
","2
","2
","3
","2
","2
","3
","3
","2
","2
","2
","2
","4
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","1
","1
","2
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","1
","1
","1
","3
","3
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1460
","U
","2
","27870
","0620
"
"1503507
","03
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","3
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","668
","U
","2
","27880
","0620
"
"1503507
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","1
","1
","1
","2
","3
","3
","1
","1
","1
","1
","1
","1
","1
","3
","2
","2
","1
","2
","2
","1
","2
","1
","2
","2
","2
","1
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","4
","4
","2
","2
","4
","4
","4
","4
","2
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","1337
","U
","2
","27880
","0620
"
"1503507
","05
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","1
","2
","2
","3
","2
","1
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","2
","2
","2
","1
","4
","4
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","4
","4011
","U
","2
","27880
","0620
"
"1503522
","01
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","2
","2
","2
","3
","2
","2
","9
","9
","2
","3
","2
","2
","3
","1
","2
","1
","1
","1
","1
","2
","2
","1
","1
","2
","2
","3
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","4
","4
","4
","4
","4
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","0
","0
","0
","0
","4
","2368
","U
","2
","27890
","0620
"
"1503522
","02
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","9
","9
","3
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","2
","2
","3
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","3
","2
","3
","2
","3
","3
","3
","2
","2
","3
","1
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1184
","U
","2
","27890
","0620
"
"1503522
","03
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","4
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","1
","1
","3
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","2
","1
","1
","2
","2
","
","
","2
","2
","3
","3
","
","
","3
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1184
","U
","2
","27890
","0620
"
"1503522
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","1
","3
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","1
","1
","1
","
","
","
","9
","2
","2
","
","
","
","9
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","592
","U
","2
","27890
","0620
"
"1503522
","05
","06
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","1
","1
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","1
","9
","2
","1
","2
","2
","1
","1
","2
","2
","1
","1
","1
","1
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","2
","2
","1
","1
","1
","1
","
","
","1
","1
","1
","1
","
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","2
","4143
","U
","2
","27890
","0620
"
"1503532
","01
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","1
","3
","1
","1
","2
","1
","2
","3
","1
","1
","4
","1
","1
","1
","2
","2
","2
","1
","1
","2
","2
","1
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","2
","2
","2
","2
","2
","3
","
","
","
","
","
","2
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","2019
","U
","2
","27900
","0620
"
"1503532
","02
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","3
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","2
","1
","1
","2
","
","
","
","2
","2
","
","
","
","
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","2
","2692
","U
","2
","27900
","0620
"
"1503532
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","2
","1
","3
","9
","9
","9
","9
","1
","3
","9
","9
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","1
","2
","2
","3
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1346
","U
","2
","27900
","0620
"
"1503532
","05
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","3
","9
","2
","3
","1
","1
","1
","2
","2
","1
","2
","2
","1
","1
","2
","1
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","2
","1
","2
","2
","2
","3
","
","2
","
","2
","2
","3
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","1346
","U
","2
","27900
","0620
"
"1503561
","01
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","3
","4
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","2
","3
","3
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","2
","2
","2
","2
","1
","2
","
","
","
","
","4
","
","
","
","
","
","4
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","4
","1978
","U
","2
","27910
","0620
"
"1503561
","02
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","2
","1
","2
","3
","2
","2
","1
","1
","2
","2
","2
","3
","3
","2
","1
","2
","1
","1
","1
","2
","1
","1
","2
","2
","3
","3
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","2
","1
","1
","1
","4
","4
","
","3
","1
","1
","4
","4
","
","3
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","4
","1319
","U
","2
","27910
","0620
"
"1503561
","03
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","1
","2
","3
","1
","1
","1
","2
","2
","3
","3
","1
","3
","2
","2
","1
","2
","1
","1
","2
","2
","1
","2
","2
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","2
","1
","1
","3
","3
","3
","
","1
","1
","3
","3
","3
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","4
","2638
","U
","2
","27910
","0620
"
"1503561
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","3
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","3
","3
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","2
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","4
","1978
","U
","2
","27910
","0620
"
"1503561
","05
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","1
","1
","3
","3
","3
","1
","1
","3
","3
","3
","3
","3
","3
","3
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","3
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","2
","2
","2
","2
","1
","1
","
","
","
","
","3
","4
","
","
","
","
","3
","4
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","4
","1319
","U
","2
","27910
","0620
"
"1503576
","01
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","2
","2
","1
","3
","2
","3
","2
","2
","3
","3
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","1
","2
","
","
","
","
","1
","
","
","
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","1209
","U
","2
","27920
","0620
"
"1503576
","02
","04
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","2
","1
","1
","1
","1
","3
","2
","2
","3
","3
","2
","2
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","1
","3
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","3
","3
","2
","2
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","0
","0
","0
","0
","3
","3022
","U
","2
","27920
","0620
"
"1503576
","03
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","2
","2
","1
","2
","3
","3
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","3
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","1
","2
","2
","3
","1
","2
","2
","2
","2
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","1209
","U
","2
","27920
","0620
"
"1503576
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","2
","2
","2
","3
","2
","3
","2
","1
","1
","2
","2
","1
","1
","3
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","3
","2
","3
","2
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","2
","1
","2
","2
","1
","
","
","1
","
","2
","1
","
","
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","3627
","U
","2
","27920
","0620
"
"1503576
","05
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","2
","2
","1
","1
","2
","3
","1
","1
","3
","3
","2
","2
","3
","3
","4
","2
","1
","1
","1
","1
","1
","2
","2
","1
","2
","2
","1
","2
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","3
","1
","3
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1209
","U
","2
","27920
","0620
"
"1503588
","01
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","4
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","2
","2
","2
","2
","2
","3
","
","
","
","
","
","3
","
","
","
","
","
","1
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","4
","1284
","U
","2
","27930
","0620
"
"1503588
","02
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","2
","1
","3
","1
","1
","3
","3
","3
","1
","1
","3
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","1
","2
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","1
","2
","1
","1
","2
","1
","1
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","2
","2568
","U
","2
","27930
","0620
"
"1503588
","03
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","3
","1
","3
","2
","3
","2
","2
","3
","3
","3
","3
","1
","1
","1
","1
","1
","1
","2
","2
","1
","3
","3
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","1
","2
","
","
","
","
","1
","
","
","
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","4
","1926
","U
","2
","27930
","0620
"
"1503588
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","3
","3
","1
","1
","3
","2
","3
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","1
","1
","2
","2
","2
","1
","2
","1
","1
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","2
","1284
","U
","2
","27930
","0620
"
"1503599
","01
","06
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","1
","1
","-
","5
","1
","1
","1
","2
","3
","3
","3
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","9
","9
","9
","3
","3
","3
","3
","3
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","613
","U
","2
","27940
","0620
"
"1503599
","02
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","3
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","1
","2
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","3
","1
","1
","1
","3
","2
","3
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","1226
","U
","2
","27940
","0620
"
