"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","ID_VIVT","ID_PERT","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS","REG_CD"
"3001051.0093.04","3001051.0093.04.03","3001051","04","03","3001051.093","3001051.093.03","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,1,"-",5,"2","24","2","1","1","2","3","2","2","1","2","2","1","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","3","3","2","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","2",1,"2","","1","2","2","2","2","2","2","2","2","2","2",422,1266,"U","2","05294","0278",""
"3001051.0135.02","3001051.0135.02.05","3001051","02","05","3001051.135","3001051.135.05","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,0,"-",5,"2","19","1","1","1","1","3","1","1","2","2","2","1","1","1","1","1","1","2","1","1","2","2","1","1","2","2","1","2","2","2","2","2","2","2","1","2","1","1","1","1","3","2","","","2","2","1","1","3","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","0","0","0","1","1","1","0","0","0","0","4",2,"2","","2","","1","2","2","2","2","1","2","2","2",422,2111,"U","2","05294","0278",""
"3001051.0145.01","3001051.0145.01.01","3001051","01","01","3001051.145","3001051.145.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,0,"-",5,"1","25","1","1","1","1","3","3","3","1","1","1","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","2","3","3","1","1","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","1","0","1","0","1","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",422,422,"U","2","05294","0278",""
"3001051.0194.03","3001051.0194.03.02","3001051","03","02","3001051.194","3001051.194.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,0,"-",5,"2","43","2","2","3","2","3","2","2","3","2","2","3","2","2","3","2","1","1","1","9","1","2","2","2","1","2","1","3","2","2","2","2","2","2","1","2","2","1","2","1","2","2","","","","","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","0","1","0","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",422,844,"U","2","05294","0278",""
"3001058.0014.01","3001058.0014.01.01","3001058","01","01","3001058.014","3001058.014.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,0,"-",4,"1","55","2","2","2","2","3","2","2","2","2","2","2","2","2","4","2","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","2","3","3","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","3",9,"2","","2","","2","2","2","2","2","2","2","2","2",329,1315,"U","2","05295","0278",""
"3001058.0032.02","3001058.0032.02.01","3001058","02","01","3001058.032","3001058.032.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,0,"-",4,"1","47","1","1","1","2","3","1","1","1","1","1","1","1","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","4","4","1","1","1","1","9","9","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","9",2,"2","","2","","2","2","2","2","2","2","2","2","2",329,658,"U","2","05295","0278",""
"3001058.0051.03","3001058.0051.03.02","3001058","03","02","3001058.051","3001058.051.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,0,"-",4,"1","49","1","1","1","1","3","1","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","0","3",1,"2","","2","","2","2","2","2","2","2","2","2","2",329,658,"U","2","05295","0278",""
"3001058.0071.04","3001058.0071.04.04","3001058","04","04","3001058.071","3001058.071.04","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",1,1,"-",4,"2","18","1","1","2","1","3","2","1","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","1","1","1","2","1","","","2","2","2","2","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4",2,"2","","2","","1","2","2","2","2","2","2","2","2",329,329,"U","2","05295","0278",""
"3001058.0091.05","3001058.0091.05.02","3001058","05","02","3001058.091","3001058.091.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","COATZACOALCOS","0001","51","COATZACOALCOS","0224","01",0,0,"-",4,"2","69","2","1","3","1","3","2","2","2","2","1","2","2","2","3","2","2","2","2","2","2","2","2","3","2","3","1","2","2","2","2","2","2","2","1","2","1","1","2","1","3","3","","","2","2","1","1","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0","0","2",9,"2","","2","","2","2","2","2","2","2","2","2","2",329,658,"U","2","05295","0278",""
"3001525.0002.01","3001525.0002.01.01","3001525","01","01","3001525.002","3001525.002.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"1","73","2","2","2","2","3","2","2","2","2","2","2","2","2","9","1","1","1","2","1","2","1","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","2","2","9","9","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2",445,890,"U","3","05357","0282",""
"3001525.0044.03","3001525.0044.03.03","3001525","03","03","3001525.044","3001525.044.03","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"1","24","1","1","1","1","1","3","1","1","1","3","1","1","1","4","1","1","2","1","1","1","2","9","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","2","2","2","1","1","2","1","1","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","3",1,"1","2","1","2","2","2","2","2","2","2","2","2","2",445,1335,"U","3","05357","0282",""
"3001554.0017.01","3001554.0017.01.03","3001554","01","03","3001554.017","3001554.017.03","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"2","73","2","1","3","3","3","3","1","2","2","3","2","2","3","3","2","2","2","2","9","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",463,2314,"U","3","05358","0282",""
"3001554.0052.03","3001554.0052.03.01","3001554","03","01","3001554.052","3001554.052.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"2","84","2","2","3","2","3","2","2","1","2","2","1","2","3","3","1","2","2","2","9","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","","","","","","","3","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","0","4",2,"1","2","1","2","2","2","2","2","2","2","2","2","2",463,463,"U","3","05358","0282",""
"3001563.0011.01","3001563.0011.01.01","3001563","01","01","3001563.011","3001563.011.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",4,"1","63","2","1","2","2","3","2","2","2","2","2","2","2","2","3","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","3","2","4","3","3","3","3","","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","0","2",1,"1","2","2","","2","2","2","2","2","2","2","2","2",517,2586,"U","3","05359","0282",""
"3001563.0033.02","3001563.0033.02.04","3001563","02","04","3001563.033","3001563.033.04","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",4,"2","23","1","1","3","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2",1,"1","2","1","2","2","2","2","2","2","2","2","2","2",517,3103,"U","3","05359","0282",""
"3001563.0067.04","3001563.0067.04.01","3001563","04","01","3001563.067","3001563.067.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",4,"2","83","2","1","3","2","3","2","1","2","2","2","1","2","3","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","","","","","","","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",517,2069,"U","3","05359","0282",""
"3001592.0063.03","3001592.0063.03.01","3001592","03","01","3001592.063","3001592.063.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",3,"1","42","1","1","1","1","3","1","1","2","2","1","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","2","2","1","2","4","2","3","2","4","","","","","1","1","1","1","0","1","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","0","0","2",2,"2","","2","","1","1","1","1","2","1","2","1","1",544,544,"U","3","05360","0282",""
"3001592.0084.04","3001592.0084.04.02","3001592","04","02","3001592.084","3001592.084.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",3,"2","75","2","2","3","2","3","1","1","2","2","1","2","2","2","3","2","2","1","2","1","2","2","2","2","2","2","3","2","2","2","2","2","1","2","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","2",9,"2","","2","","2","2","2","2","2","2","2","2","2",544,1631,"U","3","05360","0282",""
"3001592.0105.05","3001592.0105.05.02","3001592","05","02","3001592.105","3001592.105.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",3,"2","51","1","1","1","1","3","1","1","2","2","2","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","3","3","3","2","2","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2",2,"1","2","2","","1","2","2","1","2","2","2","2","2",544,1087,"U","3","05360","0282",""
"3001621.0008.01","3001621.0008.01.03","3001621","01","03","3001621.008","3001621.008.03","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"2","19","2","1","3","1","1","1","1","2","2","2","1","1","2","3","2","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","1","2","1","","","2","2","2","1","1","1","","","1","1","1","1","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","3",2,"2","","2","","2","2","2","1","2","2","2","1","2",431,1292,"U","3","05361","0282",""
"3001621.0024.04","3001621.0024.04.01","3001621","04","01","3001621.024","3001621.024.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"2","52","1","1","1","1","3","1","1","1","2","1","1","1","1","2","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","","","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","1","0","1","0","0","0","2",1,"2","","1","2","2","2","2","2","2","2","2","2","2",431,431,"U","3","05361","0282",""
"3001621.0057.03","3001621.0057.03.03","3001621","03","03","3001621.057","3001621.057.03","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",1,1,"-",2,"1","42","2","1","2","2","3","1","1","1","2","2","1","2","1","4","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","3","3","3","3","2","2","2","2","2","2","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","1","1","0","1","0","0","0","1","0","0","0","4",2,"1","2","2","","2","2","2","2","2","2","2","2","2",431,431,"U","3","05361","0282",""
"3001621.0085.02","3001621.0085.02.01","3001621","02","01","3001621.085","3001621.085.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"2","48","1","1","1","1","3","1","1","1","2","1","1","2","1","3","1","1","1","2","1","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","2","1","2","1","1","4","4","","","4","4","","","4","3","3","4","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","2",2,"2","","2","","2","2","2","2","2","2","2","2","2",431,431,"U","3","05361","0282",""
"3001714.0007.01","3001714.0007.01.02","3001714","01","02","3001714.007","3001714.007.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"1","46","1","1","1","1","3","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","1","1","2","1","","","","","2","2","2","2","","","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","2",2,"1","2","2","","2","2","2","2","2","2","2","2","2",527,1580,"U","3","05362","0282",""
"3001714.0025.05","3001714.0025.05.02","3001714","05","02","3001714.025","3001714.025.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"2","30","2","1","3","2","2","2","2","2","2","2","1","1","2","3","1","1","1","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","4","4","3","3","2","2","2","2","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","0","0","0","3",2,"2","","2","","1","2","2","2","2","2","2","2","2",527,1053,"U","3","05362","0282",""
"3001714.0052.02","3001714.0052.02.01","3001714","02","01","3001714.052","3001714.052.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"1","37","2","1","1","2","3","2","1","1","2","2","1","2","1","3","1","1","2","2","9","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","4","4","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","1","0","0","1","0","0","0","0","4",2,"2","","1","1","2","2","2","2","2","2","2","2","2",527,1053,"U","3","05362","0282",""
"3001714.0063.03","3001714.0063.03.01","3001714","03","01","3001714.063","3001714.063.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"1","37","1","1","1","1","3","3","1","1","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","3","2","2","2","1","2","2","4","4","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",527,1053,"U","3","05362","0282",""
"3001714.0082.04","3001714.0082.04.04","3001714","04","04","3001714.082","3001714.082.04","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"1","40","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","3",2,"1","2","2","","2","2","2","2","2","2","2","2","2",527,2106,"U","3","05362","0282",""
"3001718.0026.01","3001718.0026.01.03","3001718","01","03","3001718.026","3001718.026.03","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"1","21","1","1","3","1","3","1","1","3","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","3","2","3","1","2","1","2","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","2",1,"2","","2","","2","2","2","2","2","2","2","2","2",596,1788,"U","2","05328","0281",""
"3001718.0048.02","3001718.0048.02.02","3001718","02","02","3001718.048","3001718.048.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"2","66","2","1","1","1","3","1","1","2","2","2","1","2","2","9","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","3","3","","","3","4","4","4","9","9","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","1","1","1","1","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",596,1192,"U","2","05328","0281",""
"3001718.0072.03","3001718.0072.03.01","3001718","03","01","3001718.072","3001718.072.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"2","60","1","1","1","1","3","1","1","3","1","1","1","1","3","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","","","","","9","2","2","1","2","2","2","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",596,1192,"U","2","05328","0281",""
"3001718.0101.04","3001718.0101.04.01","3001718","04","01","3001718.101","3001718.101.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"1","56","2","1","1","2","3","2","1","1","2","2","1","2","2","3","1","1","1","2","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","1","0","1","0","0","0","2",9,"1","2","2","","2","2","2","2","2","2","2","2","2",596,2384,"U","2","05328","0281",""
"3001718.0126.05","3001718.0126.05.01","3001718","05","01","3001718.126","3001718.126.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",2,"2","51","2","1","1","1","3","2","2","2","2","2","1","1","3","3","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","4","3","2","3","2","3","2","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","0","0","4",2,"1","2","1","2","2","2","2","2","2","2","2","2","2",596,1192,"U","2","05328","0281",""
"3001719.0008.01","3001719.0008.01.02","3001719","01","02","3001719.008","3001719.008.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"2","80","2","1","3","2","3","3","3","3","3","2","3","1","1","9","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","9",9,"2","","2","","2","2","2","2","2","2","2","2","2",496,993,"U","2","05329","0281",""
"3001719.0032.02","3001719.0032.02.01","3001719","02","01","3001719.032","3001719.032.01","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"1","53","1","1","1","2","3","1","1","2","1","1","1","1","1","2","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","1","2","1","2","1","","","3","2","","","1","1","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","3",9,"1","2","2","","2","2","2","2","2","2","2","2","2",496,1489,"U","2","05329","0281",""
"3001719.0049.03","3001719.0049.03.02","3001719","03","02","3001719.049","3001719.049.02","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"2","43","1","1","1","1","3","1","1","1","1","1","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","3","3","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",2,"2","","2","","2","2","2","2","2","2","2","2","2",496,496,"U","2","05329","0281",""
"3001719.0069.04","3001719.0069.04.03","3001719","04","03","3001719.069","3001719.069.03","30","VERACRUZ DE IGNACIO DE LA LLAVE","087","XALAPA","0001","96","XALAPA","0224","01",0,0,"-",5,"2","23","1","1","1","1","3","1","1","1","2","2","1","1","1","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","2","2","2","1","3","3","3","3","","","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","1","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","2",1,"1","1","1","2","2","2","2","2","2","2","2","2","2",496,1489,"U","2","05329","0281",""
