"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVEGEO","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_9_1","BP1_8_2","BP1_9_2","BP1_8_3","BP1_9_3","BP1_8_4","BP1_9_4","BP1_8_5","BP1_9_5","BP1_8_6","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_2A","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1508104.0003.01","1508104.0003.01.02","1508104","01","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","1","-","2","2","39","1","1","1","1","3","2","2","2","2","2","1","2","1","3","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","1","1","1","2","3","3","","","2","2","2","2","2","3","","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1757","5271","U","2","02804","2787"
"1508104.0041.02","1508104.0041.02.01","1508104","02","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","2","48","2","1","2","2","3","1","1","3","3","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1757","5271","U","2","02804","2787"
"1508104.0086.03","1508104.0086.03.02","1508104","03","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","2","67","2","1","3","2","3","2","1","3","3","2","2","2","2","4","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","","","","","1","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","0","0","4","1","2","","2","","2","2","2","2","2","2","2","2","2","1757","3514","U","2","02804","2787"
"1508104.0128.04","1508104.0128.04.02","1508104","04","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","2","41","2","1","1","2","3","2","2","2","2","2","2","2","2","1","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","1","","","3","3","2","3","2","2","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","1757","3514","U","2","02804","2787"
"1508104.0168.05","1508104.0168.05.01","1508104","05","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","1","60","2","1","1","2","3","2","2","2","2","2","2","2","2","3","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","","","3","3","","","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1757","7029","U","2","02804","2787"
"1508117.0008.52","1508117.0008.52.01","1508117","52","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","4","2","59","2","1","1","2","3","2","2","2","2","1","1","1","2","3","2","1","1","1","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","2","2","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","2111","4221","U","2","02789","2787"
"1508117.0018.51","1508117.0018.51.02","1508117","51","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","1","-","4","2","33","2","2","2","2","3","2","2","2","2","2","2","2","2","4","2","2","1","2","2","1","2","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","1","1","1","1","","","","","1","1","1","1","1","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","2111","2111","U","2","02789","2787"
"1508117.0036.54","1508117.0036.54.02","1508117","54","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","4","2","65","2","1","1","2","3","2","2","3","2","2","1","1","2","3","1","1","1","1","1","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","3","4","3","3","3","3","3","2","3","2","3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","1","0","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","2111","6332","U","2","02789","2787"
"1508117.0058.55","1508117.0058.55.02","1508117","55","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","4","2","67","2","1","3","2","3","2","2","2","2","2","2","2","2","4","2","1","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","3","2","2","2","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","2111","6332","U","2","02789","2787"
"1508117.0076.53","1508117.0076.53.01","1508117","53","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","1","-","4","1","24","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","4","4","3","4","","","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","1","1","1","0","1","1","0","1","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","2111","2111","U","2","02789","2787"
"1508161.0050.05","1508161.0050.05.02","1508161","05","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","1","2","59","1","1","3","1","3","2","2","2","2","2","1","1","2","3","2","1","2","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","1","2","1","2","1","1","2","2","2","","","2","2","2","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","1","0","1","1","0","1","0","0","0","0","3","2","2","","1","2","2","2","2","2","2","2","2","2","2","1984","3967","U","4","02843","2842"
"1508161.0101.04","1508161.0101.04.03","1508161","04","03","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","1","1","29","2","2","1","2","3","1","1","2","2","2","1","2","1","4","1","1","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","2","1","1","1","1","1","1","4","4","3","3","2","3","2","2","2","2","2","2","1","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","4","2","1","1","2","","2","2","1","2","2","2","2","2","2","1984","7935","U","4","02843","2842"
"1508161.0103.01","1508161.0103.01.02","1508161","01","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","1","2","61","2","1","3","2","3","2","2","2","2","2","2","2","2","1","2","1","2","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","2","2","1","2","1","1","","","","","4","4","","","1","2","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","1","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1984","3967","U","4","02843","2842"
"1508161.0166.03","1508161.0166.03.01","1508161","03","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","1","1","42","2","1","1","2","3","2","1","2","2","2","1","2","2","4","1","1","1","1","2","1","2","2","2","1","1","1","2","2","2","2","1","2","1","2","2","2","2","1","1","1","1","","","","","1","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","0","1","0","1","0","1","1","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1984","7935","U","4","02843","2842"
"1508271.0009.51","1508271.0009.51.02","1508271","51","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","4","1","42","1","2","2","2","3","2","2","2","2","2","2","2","2","3","2","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","4","4","4","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","3","2","2","","1","1","2","2","2","2","2","2","2","2","2","1910","3820","U","4","02846","2842"
"1508271.0033.52","1508271.0033.52.01","1508271","52","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","4","1","62","2","1","3","2","3","2","2","2","3","3","2","2","2","3","2","2","2","2","2","1","2","2","2","1","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","4","3","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","2","1","1","2","2","","2","2","2","2","2","2","2","2","2","1910","7641","U","4","02846","2842"
"1508271.0081.54","1508271.0081.54.03","1508271","54","03","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","4","2","24","2","2","2","2","3","2","2","2","2","2","1","2","2","3","1","1","2","1","1","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","1","1","1","1","1","1","4","4","2","2","2","2","2","2","2","2","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","0","4","1","2","","2","","2","2","2","2","2","2","2","2","2","1910","5730","U","4","02846","2842"
"1508348.0004.51","1508348.0004.51.03","1508348","51","03","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","3","1","24","2","2","1","2","3","2","1","2","2","2","1","2","2","3","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","2","2","3","3","4","4","3","4","3","4","","","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","2","","2","","2","2","2","1","2","2","2","1","2","1954","5863","U","4","02845","2842"
"1508348.0024.52","1508348.0024.52.01","1508348","52","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","3","2","68","2","2","3","2","3","1","2","2","2","3","2","2","3","4","2","1","1","2","1","1","2","1","2","1","1","1","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","","","","","2","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","1954","3908","U","4","02845","2842"
"1508348.0083.53","1508348.0083.53.02","1508348","53","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","3","2","62","2","2","3","2","3","2","2","3","3","3","2","2","2","4","2","1","2","1","2","1","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","","","","","4","2","2","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0","4","1","1","2","2","","2","2","2","2","2","2","2","2","2","1954","5863","U","4","02845","2842"
"1508348.0104.54","1508348.0104.54.01","1508348","54","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","3","2","73","2","1","3","2","3","2","2","2","2","2","1","2","2","4","2","1","1","2","1","1","2","2","2","2","2","3","2","2","2","2","1","2","2","2","2","2","1","1","1","1","1","","","2","2","2","2","3","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1954","3908","U","4","02845","2842"
"1508356.0016.01","1508356.0016.01.01","1508356","01","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","1","-","2","1","45","2","1","1","2","9","3","1","2","2","2","1","1","2","1","2","1","2","2","1","1","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","1","0","1","1","0","1","1","0","0","0","3","2","1","2","2","","2","2","2","2","2","2","2","2","2","2371","4741","U","3","02818","2817"
"1508356.0040.02","1508356.0040.02.03","1508356","02","03","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","1","26","2","1","1","2","3","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","","","2","3","1","1","1","1","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","2","1","2","2","","2","2","2","2","2","2","2","2","2","2371","9482","U","3","02818","2817"
"1508356.0065.03","1508356.0065.03.01","1508356","03","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","1","-","2","2","23","2","1","1","2","3","1","1","1","2","2","1","2","2","3","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","3","2","2","2","2","2","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","2","1","2","","2","","2","2","2","2","2","2","2","2","2","2371","4741","U","3","02818","2817"
"1508356.0093.04","1508356.0093.04.04","1508356","04","04","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","1","21","1","2","2","2","3","2","2","2","2","2","1","1","2","1","2","1","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","1","1","1","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","0","1","0","1","0","0","0","1","0","0","0","3","1","2","","2","","2","2","2","2","2","2","2","2","2","2371","9482","U","3","02818","2817"
"1508356.0118.05","1508356.0118.05.01","1508356","05","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","1","37","1","1","1","1","3","1","1","1","2","2","1","1","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","4","4","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","2371","4741","U","3","02818","2817"
"1508459.0042.02","1508459.0042.02.02","1508459","02","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","1","62","2","1","1","2","3","2","2","2","2","2","2","2","2","3","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","3","3","4","4","2","2","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","3","2","2","","2","","2","2","2","2","2","2","2","2","2","2137","4274","U","3","02820","2817"
"1508459.0078.03","1508459.0078.03.02","1508459","03","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","1","34","2","1","1","2","3","1","1","1","2","2","2","2","1","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","1","4","4","4","4","2","2","2","2","1","1","1","1","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2137","6411","U","3","02820","2817"
"1508459.0116.04","1508459.0116.04.01","1508459","04","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","2","62","1","1","3","1","3","1","1","2","2","1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","4","1","1","2","2","","2","2","2","2","2","2","2","2","2","2137","4274","U","3","02820","2817"
"1508459.0150.05","1508459.0150.05.01","1508459","05","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","2","2","69","2","1","3","2","3","1","2","2","2","2","1","2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","2","2","3","3","2","2","1","1","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2","2","1","2","2","","2","2","2","2","2","2","2","2","2","2137","4274","U","3","02820","2817"
"1508476.0001.51","1508476.0001.51.01","1508476","51","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","5","1","69","2","1","3","2","3","2","1","2","2","2","1","1","1","4","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","2","2","3","3","3","3","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","2075","6226","U","3","02823","2817"
"1508476.0036.52","1508476.0036.52.02","1508476","52","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","5","2","34","2","1","1","2","3","2","1","2","2","2","1","1","1","3","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","4","4","3","3","1","1","1","1","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","0","0","3","2","2","","2","","1","2","2","1","2","2","2","2","2","2075","4151","U","3","02823","2817"
"1508476.0071.53","1508476.0071.53.03","1508476","53","03","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","1","-","5","1","18","2","1","3","2","1","2","1","1","2","2","1","2","1","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","2","1","4","4","4","4","2","2","1","1","","","1","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","2075","4151","U","3","02823","2817"
"1508476.0137.55","1508476.0137.55.02","1508476","55","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","5","2","37","2","2","3","2","3","2","1","2","2","2","1","2","1","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","2","2","4","4","3","3","2","2","1","1","","","","","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","4","2","2","","2","","1","2","2","1","2","2","2","2","2","2075","4151","U","3","02823","2817"
"1508512.0030.52","1508512.0030.52.01","1508512","52","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","5","2","43","2","1","1","2","3","2","2","2","2","2","1","1","2","3","1","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","","","","","4","4","4","4","","","","","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3","2","2","","1","2","1","2","2","2","2","2","1","2","2","1961","1961","U","4","02844","2842"
"1508512.0056.51","1508512.0056.51.02","1508512","51","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","5","2","59","2","2","3","2","3","2","2","2","2","2","2","2","2","3","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","4","4","","","3","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1961","3922","U","4","02844","2842"
"1508512.0091.54","1508512.0091.54.01","1508512","54","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","5","1","61","2","1","3","2","3","1","1","2","2","2","1","1","1","1","2","1","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","4","4","4","4","","","2","2","","","","","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","2","2","1","2","2","","2","2","2","2","2","2","2","2","2","1961","3922","U","4","02844","2842"
"1508512.0104.55","1508512.0104.55.01","1508512","55","01","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","1","-","5","1","71","2","1","3","2","3","2","1","2","2","2","2","2","2","3","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","4","4","","","2","2","2","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4","2","2","","2","","2","2","2","2","2","2","2","2","2","1961","1961","U","4","02844","2842"
"1508551.0024.01","1508551.0024.01.02","1508551","01","02","150330001","15","MEXICO","033","ECATEPEC DE MORELOS","0001","27","ECATEPEC DE MORELOS","0425","01","0","0","-","1","2","28","1","1","1","1","3","1","1","1","2","1","1","1","1","1","2","1","2","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","1","1","","","","","","","","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","2","2","2","","2","","2","2","2","2","2","2","2","2","2","1746","3492","U","3","02836","2817"
